e04 , 形容極度不悅。 , 去年 除夕 現在 第一 次 發燒 ， 心裡 超 < 幹 > ！ 沒破 一年 生病 紀錄 ！
支 , 計算分支流派的單位。 , 克勞塞 維茨 可能 會為 < 支 > 宗教 派別 正宗 地位 而戰 。
支 , 計算團隊的單位。 , 五名 剛 分配 至四 < 支 > 職棒隊 旅日 業餘 球員 ， 未 受到 公平 。
支 , 計算影片的單位。 , < 支 > 廣告片 ， 英國 保育 組織 電視網 上 買 。
支 , 計算棉紗細度的單位。 , 長江 流域 棉區 建設成 適紡 50 < 支 > 紗 以上 20 < 支 > 紗 以下 為主 原料 生產 基地 。
支 , 計算棒球賽中擊出的有效打擊數。 , 東縣 桃源 全場 共有 六 < 支 > 安打 ， 包括 二棒 陳俊宏 首局 三壘安打 。
支 , 計算歌曲、舞蹈的單位。 , 公演 舞碼 有八 < 支 > ， < 支 > 舞長 約 十分鐘 。
支 , 計算燈光強度的單位。 , 當年 城市 里 強行 節電 ， 居民 允許 用 超過 40 < 支 > 光 燈泡 。
支 , 計算發行股票公司的單位。 , 昨天 尾盤 亞泥 、 嘉泥 、 力霸 三 < 支 > 個股 均 強勢 作收 。
支 , 計算細長物體的單位。 , 凝視 國中生 走後 餐桌 上 ， < 支 > 獨自 燃燒 菸 。
支 , 計算賞罰記錄的單位。 , 高 一時 用功 過 ， 後來 < 支 > 「 小 過 」 ， 從此 自暴自棄 。
支 , 計算電話線路的單位。 , 校多 進步 各 寢室 < 支 > 分機 ， 為何 學校 如此 ？
收 , 事物從開的狀態改變到合的狀態。 , ， 大家 銀行 「 晴天 借傘 ， 雨天 < 收 > 傘 」 之譏 。
收 , 保存儲藏。 , 墓碑 拓本 ， 宮廷 少 < 收 > 「 不祥 之物 」 。
收入 , 在固定時段內收進來的錢是後述金額。 , 義賣 一共 < 收入 > 七千多 美元 ， 由何 雅珍 率同 婦女會 代表 二日 上午 交給 羅德 裡格斯 總統 夫人 。
收入 , 將前述物體放回其應該放置的後述位置。 , 陳達海 哈哈 一笑 ， 道 ： 「 便 反悔 ， 逃不了 ！ 」 長劍 < 收入 > 鞘 中 ， 蘇普 短刀 撿 起來 ， 握 手中 。
收入 , 將特定團體的所有權歸入前述團體中。 , 考諸 歷史 ， 台灣 確實 清代 中國 < 收入 > 版圖 ， 其後 割讓給 日本 。
收入 , 成為特定集合的一部分。 , 香港 語文 課本 < 收入 > 槳聲 歌影 裡 秦淮河 ， 明顯 地 看到 俞平伯 散文 特色 。
收入 , 普通名詞。工作所獲得的金錢報酬。 , 長庚 醫學院 護理 系主任 李選 ， 月 < 收入 > 30 % 留做 退休 基金 。
收入 , 普通名詞。收到的金錢。 , 管理人 向 小販 收租 錢 ， 廟 裡 筆 大 < 收入 > 。
收入 , 比喻將特定事物放在記憶中。 , 此時 記起 FATE 主題曲 < 收入 > 腦 中 ， 便 展開 尋找 旅 。
收入 , 比喻景象投射到眼中。 , 試著 站遠 一點 ， 同一 系列 聯作 同時 < 收入 > 眼簾 。
收 , 前述團體將特定團體的所有權歸入前述團體中。 , 秦 帝國 戰國 七雄 領土 盡 < 收 > 版圖 ， 進一步 擴張 ， 形成 中國 歷代 傳統 疆域 基礎 。
收 , 割取成熟的農作物。 , 六零年 春天 前 、 麥 < 收 > 前 大量 餓死 人 。
收 , 將事物整理到定點。 , 妻子 嘆 口氣 ， 起來 < 收 > 碗筷 。
收 , 得到由來源給予的事物。 , 拿 禮物 送人 ， 人家 < 收 > ， 禮物 歸 ？
收 , 接到。 , 會員 定期 < 收 > 閱 內容 豐富 翰園 雙月刊 。
收 , 接受成為特定團體或集合的一部份。 , 這本 詩集 < 收 > 詩 。
收 , 控制、約束感情或思想。 , 一般人 對於 感情 態度 總是 易放 難 < 收 > 。
收 , 掩埋屍骨。 , 「 君 不見 ， 青海 頭 ， 古來 白骨 無人 < 收 > 。 」
收 , 收取金錢。 , 胡適 紀念館 免 < 收 > 門票 。
收 , 收回、撤回。 , 孔明 眼看 大霧 漸漸 消失 ， 立刻 下令 < 收 > 船 。
收 , 收拾整理散亂的東西。 , 書桌 亂七八糟 ， 懶得 < 收 > 。
收 , 「收盤」的簡省。 , 昨日 大盤 仍 < 收 > 112 點 中紅線 ， 產業股 上漲 74 點 。
收 , 收集物品以獲得經濟利益。 , 房間 退稿 ， 統統 丟給 < 收 > 破爛 。
收 , 書信的啟封詞。 , 意者 請 自我 推薦 ， 寄送 履歷 人事部 主任 < 收 > 。
收 , 比喻將特定事物放在記憶中。 , 好 關心 ， < 收 > 心中 。
收 , 比喻景象投射到眼中。 , 登臨 酒店 鼓樓 觀景台 ， 訾洲 煙雨 、 象山 水月 、 伏波 晚棹 、 南天 一柱 等 著名 景觀 < 收 > 眼底 。
收 , 獲得效果。 , 同時 ， 說不定 < 收 > 漏網之魚 意外 收獲 。
收 , 結束、停止。 , 頓筆 、 提筆 、 < 收 > 筆 規律 。
收費 , 收取費用。 , 連江 山莊 漁會 招待所 一晚 < 收費 > 一千 元 左右 。
收費 , 普通名詞。收取的費用。 , 代辦 中心 < 收費 > 常令 人 望而卻步 。
收 , 購買。 , 使得 澳洲 等 國以 社會 正義 理由 ， 來 反對 日本 過熱 土地 < 收 > 奪 、 買 < 收 > 高爾夫球場 用地 等 行為 。
攸關 , 前述事件對後述事件有重大影響。 , 回復 祭典 舉行 重要性 ， 止於 復古 ， 而是 < 攸關 > 整個 部落 文化 存續 。
改 , 以特定方式使人的命運變好。 , 生時 是命 無法 < 改 > ， 八字 一樣 雙胞 同 ， 一生 命運 相同 。
改 , 使特定對象不用原來的名稱類別或作法，而用後述的名稱類別或作法。 , 年輕 弟子 挨罵 ， 懊惱 ， 反而 開悟 ， < 改 > 法號 「 滴水 」 。
改 , 修復或改建建築物。 , 做 室內 裝修 實現 自我 空間 要求 ， 少有 業主 < 改 > 隔間 。
改 , 將不適合或錯誤的特定對象更改或修正。 , 王昌星 當 總編輯 ， 負責 設計 版面 ， 看 稿子 ， < 改 > 錯字 。
改 , 專有名詞。姓。 , 秦代 < 改 > 產 。
改成 , 達到改變的目標。 , 半調子 ， 真的 會 害死 . . . 改了 久 ， < 改成 > ， 真該 好好 檢討 。
改 , 指出後述對象的錯誤以評定後述對象的分數或等級。 , 小小 廳堂 ， 一會兒 劇中 老師 < 改 > 考卷 書房 ， 一會 情婦 客廳 。
改 , 改變後述對象以符合期望。 , 裁縫 寧可 做三件 新 衣服 ， 願意 < 改 > 件 舊衣服 。
改 , 特定對象使事件情況與原來的不同。 , 無論 < 改 > 台詞 ， 說出來 ， 有些 人 聽起來 變成 髒話 。
改用 , 改變採用。 , 有些 擔心 ， 能不能 < 改用 > 木箱 ？
改由 , 引介新的對象來替代原定的對象。 , 議員 修改 提案 ， 決議 原由 省府 負擔 十元 ， < 改由 > 學生 家長 負擔 。
改行 , 放棄原來的職業，去從事新的職業。 , 後來 ， 筆者 辭去 教職 ， < 改行 > 營商 ， 賣 學校 用品 。
改行 , 放棄原有的制度，實施新的制度。 , 爺爺 首先 提出 ， 元首制 < 改行 > 內閣 制度 。 提名 ， 家庭 全體 會議 通過 。
改變 , 特定對象使事件情況與原來的不同。 , 家庭 傳統 觀念 枷鎖 層層 桎梏 ， 無力 < 改變 > 生命 渠道 ， 想 翻案 。
改造 , 對罪犯進行強制性的勞動，以達到管理者認可的目的。 , 王人 美在 文革 期間 扣上 「 三十年代 黑貓 」 罪名 ， 接受 嚴厲 監督 < 改造 > 。
改造 , 比喻改造特定對象原有的思想。 , 基於 希望 培養 政治犯 政治 正確 心理 ， 安排 種 思想 < 改造 > 課程 中國 罕見 。
攻 , 主動對敵人進行武力行動。 , 太極拳 以守為 < 攻 > ， 絕不 主動 地 攻擊 對方 。
攻 , 專有名詞。姓。 , 漢代 < 攻 > 生單 。
攻 , 比喻以言語或文字批評後述對象。 , 香港 迪斯尼 供應 魚翅 環保 團體 群起 < 攻 > 。
攻 , 比喻努力讀書取得後述學位。 , 離開 四年 澳洲 < 攻 > 碩士 ， 學成 後 仍 重回 老東家 。
攻 , 比喻情感強烈地出現在心中。 , 指環 套上 ， 種 難以言喻 感情 直 < 攻 > 心坎 。
攻 , 比喻指數到達特定數值。 , 國內 盤 趁 油價 整理 期間 機會 < 攻 > 至四 四五 零點 附近 。
攻 , 比喻比賽時採取主動以取得分數。 , 蘇慧秋 配球 下 ， 打擊 受阻 ， 僅 第一 局 < 攻 > 得一分 ， 其餘 四局 均 掛零 收場 。
攻 , 比喻致力研究後述學問。 , 畢季龍 長兄 畢慶昌 讀 中學 ， 長 < 攻 > 地質學 ， 後去 台在 地質 部門 任職 。
攻 , 登山時攀登到山頂。 , 常常 想 ， 登山 者 除了 < 攻 > 高頂 以外 還能 做 什麼 ？
放下來 , 使人離開前述交通工具。 , shopping mall 裏 ， 看 一直 坐 推車 裏 好像 無聊 ， < 放下來 > 活動 活動 筋骨 。
放下來 , 將前述物體由高處移動到低處。 , 頭髮 < 放下來 > down style 看起來 較 年輕 ， 高 造型 髮式 較 優美 。
放下來 , 對前述事物不再在意。 , 想要 解決 親子 衝突 ， 想 最 重要 ， 臉 < 放下來 > 。
放 , 以使特定對象著火的方式破壞特定對象。 , 看到 ？ 現在 貪污 證據 收回 ， < 放 > 火給 燒 。
放 , 以聲或光的方式發出訊號，通常用於警告。 , 笑道 人 不禁 叫苦 ， 連忙 下令 道 ﹕ " < 放 > 信號 通知 七爺 ﹗ "
放 , 使流體由容器中流出。 , 洗完 澡 < 放 > 洗澡水 時 ， 水 為什麼 總是 逆時針 旋轉 ？
放入 , 將特定物品放進器物內或特定的處所之中。 , 老人 俯身 拾起 毒針 ， < 放入 > 針筒 之中 。
放出 , 使監禁者得到自由。 , 黎巴嫩 村民 接管 惡名 遠播 希亞米 監獄 ， < 放出 > 囚犯 。
放出來 , 使監禁者得到自由。 , 我爹 監獄 關押 整整 五年 零三 月 ， < 放出來 > 。
放出來 , 播放影音。 , 琵琶聲 傳出 。 本來 以為 彈 ， 其實 原來 錄音帶 < 放出來 > 。
放出來 , 散播特定訊息。 , 就算 中共 官方 或會 出面 否認 ， 訊息 < 放出來 > 究竟 什麼 涵意 ？
放出來 , 發表程式或發行數位產品，通常放在網路上提供給他人免費使用。 , win2000 確實 beta < 放出來 > 給 人 測試 ， ie5 . 5 現在 。
放出來 , 釋出資金，使其在市面上流通。 , 央行 各 項 放寬 措施 ， 物價 衝擊 極為 嚴重 。 如 降低 存款 準備率 ， < 放出來 > 約 六百億 元 強勢 貨幣 。
放出 , 從特定主體中散發出氣味、光線、能量或煙霧等。 , 令 人 尷尬 氣味 ， 人體 所 < 放出 > 「 屁 」 。
放出 , 播放影音。 , 她念 一段 報紙 ， 錄下來 < 放出 > 音來 。
放出 , 散播消息。 , 敵人 < 放出 > 謠言 ， 高歡 中 弩箭 ， 受 重傷 。
放出 , 有權力的人開始提供資源給大眾爭取或使用。 , 日本 DSC 大廠 成本 考量 下 ， 今年 以來 < 放出 > 訂單 動作 越來越 大 。
放出 , 解除對後述對象的約束，使其得到自由。 , 獼猴 侵入 民宅 偷吃 食物 ， 當地 居民 < 放出 > 飼養 狗 驅趕 。
放出 , 釋出資金，使其在市面上流通。 , 經過 幾 天 混亂 不安 ， 中央 銀行 < 放出 > 兩百八十億 資金 ， 穩住 彰化 區域性 連鎖 擠兌 。
放 , 因假日停止上班或上課。 , 假日 時 休市 天 ， 週二 復市 ， 週二 其他 重要 金融市場 < 放 > 聖誕假 。
放 , 在有特定功能的人造物中注入水以進行該項功能。 , 欣宜 還要 幫 準備 晚飯 ， < 放 > 洗澡水 時 ， 洗 全家 衣服 。
放 , 在生物上施用具有特定效能的藥物或毒物上。 , ， 生病 ， 生了 傳染病 ， ， 給 人 < 放 > 蠱 ， 叫 做 什麼 ？
放射出 , 比喻特定對象散發特定正面特質，強調動作的結果。 , 說話 時 眼睛 定定 地 對著 ， 裏面 < 放射出 > 熱情 希望 。
放射出 , 特定對象以一點為中心沿著直線方向向四周射出，強調動作的結果。 , 和煦 太陽 ， 一大早 探出 頭來 ， 雲層 中 < 放射出 > 萬道 光芒 ， 襯托 斑斕 朝霞 ， 更 顯得 氣象萬千 。
放射 , 形容核能應用時所產生的廢料所造成的污染的。 , 原委會 振振有辭 祕雕魚 < 放射 > 污染 造成 ！
放射 , 形容進行放射治療的。 , 治療 方法 可採 藥物 控制 、 < 放射 > 碘 治療 手術 。
放射 , 普通名詞。利用放射性材料所放出的射線來治病的一種治療方式。「放射治療」的簡省。 , 目前 國內 各 大 醫院 治療 鼻咽癌 < 放射 > 抗癌藥 合併 使用 。
放射 , 比喻特定對象散發特定正面特質。 , 銀川市 市民 適應 適應 大 迴圈 中 品味 座 正在 放射 < 活力 > 城市 。
放射 , 特定對象以一點為中心沿著直線方向向四周射出。 , 無情 太陽 繼續 < 放射 > 強光 ， 使得 有些 人 體力 不支 ， 暈倒 流 鼻血 。
放 , 將人強制送到偏遠地方以為懲罰。 , 阿瑪 、 額娘 ， 當年 免去 死罪 遠 < 放 > 邊疆 ， 至今 仍 知道 消息 ， 知道 過 好不好 。
放 , 將前述對象歸類於後述類別。 , 認為 ， 設計 ， 歸入 藝術品 ， < 放 > 設計類 牽強 。
放 , 將手中人造物鬆開使其飄浮，通常是進行特定儀式或遊藝活動。 , 做好 風箏 後 ， 就到 公園 < 放 > 風箏 。
放 , 將手由原來緊握的物品上鬆開。 , 兀自 拉住 灰狼 尾巴 ， 始終 < 放 > 。
放 , 將捲起或收起的物體解開，使其長度可以展開。 , 打破 僵局 ， 業者 紛紛 合辦 未婚 聯誼 活動 ， 藉以 < 放 > 長線 釣大 魚 達到 促銷 效果 。
放 , 將紡織品做成的衣物原來縫製的地方折開以增加其長度。 , 布料 ： 毛滌 混紡 料 （ 按此 布料 < 放 > 袖子 吃量 3 - 3 . 5cm ） 。
放 , 將金錢存在特定金融機構。 , 一半 錢 < 放 > 銀行 做 定期 存款 ， 保障 固定 收益 。
放 , 從特定主體中散發出氣味、光線、能量或煙霧等。 , 打鹵 通常 煮 豬肉 湯 羊肉 煸 鍋 ， < 放 > 香味 。
放心 , 不擔憂。 , 旅途 更加 < 放心 > 踏實 ， 旅行 平安 保險 確實 必要 。
放 , 播放影音。 , … 星期 學校 < 放 > 片子 不錯 ， 妳 看 看 ？
放 , 改變態度使達到後述狀態。 , 最好 < 放 > 明白 ， 所 面對 人 ， 鐵打 ， 冷血 ， 毫無 感情 人 。
放 , 政府或機關將物資等發給特定的對象。 , 上任 第一 年 ， 便 遇上 旱災 ， 即向 朝廷 奏明 災情 ， 請求 開倉 < 放 > 糧 ， 賑濟 饑民 ， 同時 組織 百姓 疏通 水道 ， 補 苖 追種 。
放 , 散播消息。 , 粉碎 四人幫 以後 ， 竟然 有人 故意 < 放 > 謠言 ， 趙丹 江青 所生 。
放 , 有花植物的花朵長出並舒展。 , 廣闊 沙漠 ， 年 春季 百花 爭 < 放 > 。
放款 , 普通名詞。金融機構借給需要用的對象的金錢。 , 四月 十一日 ， 成立 本行 「 協助 逾期 < 放款 > 催收 清理 小組 」 。
放 , 比喻事件發生在特定地點。 , 次 會面 < 放 > 四 皇子 別所 。
放 , 比喻事件發生在特定時間。 , 國際 泳聯 反對 更改 奧運 時間 ， 要求 08 游泳 決賽 仍 < 放 > 晚上 。
放 , 比喻在作品中加入後述成份。 , 認為 國立 編譯館 一課 裡 < 放 > 一些 小朋友 沒學過 生字 進去 而已 ， 什麼 內容 。
放 , 比喻在出版品刊登特定文章。 , 桶報 < 放 > 標題 ， 反正 內文 < 放 > 當 笑話 。
放 , 比喻將事物安置於抽象的範圍裡。 , 《 論語 》 < 放 > 生活 中去 學習 ， 當作 人 人 之間 交往 參考 。
放 , 比喻將前述抽象對象放置在一個抽象位置上。 , 穩穩 地 < 放 > 全國 民間 錢財 流通 主宰 者 地位 上 。
放 , 比喻將精神或情感集中在特定對象上。 , 吉他手 謳歌 竇唯 兩 人 ， 正 細膩 專注 地 < 放 > 精神 注意力 短短 琴格 上 。
放 , 比喻對特定事物不再在意。 , 禪家 教人 < 放 > 得下 ， 才能 平直心 清醒 思考 。
放 , 比喻擱置不使用，常用「放著…不…」。 , 逃難 出來 生活 不易 ， 我多 做 幾件 衣服 < 放 > 穿 沒關係 。
放 , 發射飛行物。 , 知道 這人 ， 認得 < 放 > 暗器 手法 。
放 , 製作特定物品時，加進後述材料。 , 這兒 胡椒粉 ， 要不要 < 放 > 一點兒 ﹖
放 , 解除對後述對象的約束，使其可以自由活動。 , 南部 鴿賽 < 放 > 鴿 地點 ， 通常 高雄 西南方 外海 一百八十 二百七十 公里 處 ， 夏季 賽 甚至 達 三百 公里 。
放 , 解除對後述對象的約束，使其得到自由。 , 李文秀 道 ： 「 < 放 > 牠 ， 瞧 牠多 可憐 ？ 」
放 , 調整事件進行的速度，使達到後述狀態。 , 這麼多 讀者 支援 ， 更新 速度 < 放 > 快 一點 。
放 , 釋出資金，使其在市面上流通。 , 目的 當 老師 ， 當 選擇 走 條路 ， 必須 < 放 > 資本 、 投資 ！
放 , 順著自己的意思做後述事件不加約束。 , 10 月初 ， 來自 各 地 人們 都會 湧入 首府 慕尼黑 ， 盡興 玩樂 、 < 放 > 酒 高歌 ， 享受 豪邁 「 啤酒 華會 」 。
放 , 點燃後述含有火藥的人造物，使其發出聲音或光。 , 縣府 希望 民眾 統一 農曆 七月 十五日 天 舉行 祭典 ， < 放 > 鞭炮 、 舉行 豬公 比賽 。
政大 , 地方詞。政治大學的建築物及建築物所在的位置。「政治大學」的縮寫。 , 革命 之家 道南橋 旁 ， 公館 轉 公車 236 < 政大 > 門口 即可 。
政大 , 專有名詞。臺灣國立大學之一，位於臺北市文山區。「政治大學」的縮寫。 , 上述 學者 意見 發表 十五日 < 政大 > 舉行 「 一九九五年 閏八月 」 座談會 。
政 , 專有名詞。姓。 , < 政 > 姓 為什麼 沒排 百家姓 中 ？
政 , 普通名詞。接尾詞。公務機關所執行的各項業務。 , 幹事 職責 辦理 村 < 政 > 業務 其他 臨時 交辦 事項 。
政 , 普通名詞。特定機構組織為達到特定目標所採取的方法、策略。 , < 政 > 寬則 民慢 ， 慢則 糾之以 猛 。
政 , 普通名詞。與政府組織或權力運作相關的社會活動。 , 崛起 、 發展 ， 正是 < 政 > 、 商 、 學 重疊 交織 而成 。
政治 , 普通名詞。大學中教授政治知識的教學研究單位。政治科系的簡省。 , 清華 理工科 ， 什麼 念 法律 經濟 、 < 政治 > ， ∥ 經濟 ！
政治 , 普通名詞。牽涉到社會團體間的組織或權力運作，但不牽涉政府組織或職位的社會活動。 , 必須 熟習 公司 < 政治 > ， 知道 關係 ， 怎樣 動員 。
政治 , 普通名詞。研究政府組織和權力運作的知識。 , 儒家 、 墨家 、 道家 講 < 政治 > ， 多半 偏於 理想 ， 職業性 。
政治 , 普通名詞。與政府組織或權力運作相關的社會活動。 , 現在 臺灣 ， < 政治 > 受 醜聞 之害 污染 ， 經濟 投機 泡沫化 。
政策 , 普通名詞。特定機構組織為達到特定目標所採取的方法、策略。 , 水能 覆舟 ， 亦 載舟 。 學術 考核 < 政策 > 亦 復如 ， 慎乎 ？
政見 , 普通名詞。候選人對於特定議題的主張和見解。 , < 政見 > 中 看出 從政 抱負 期望 。
故宮博物院 , 地方詞。臺北故宮博物院的建築物及建築物所在的位置。 , 偶爾 想要 欣賞 古董 ， < 故宮 博物院 > 走走 ， 花 四十 元 門票 ， 真正 國寶級 享受 。
故宮博物院 , 專有名詞。專指位於北京紫禁城神武門內的明清宮殿。 , 遊客 北京 < 故宮 博物院 > 太 殿 ， 避開 公安 ， 進去 坐坐 龍椅 。
故宮博物院 , 普通名詞。位於北京故宮內的博物館。 , 目前 滿文 《 大藏經 》 收藏 概況 ， 尚稱 完整 ， 北京 < 故宮 博物院 > 圖書館 存有 七十六 函 。
故宮博物院 , 普通名詞。臺北的博物館之一，主要收藏中國古文物。 , 劉 教授 早年 服務 臺北 < 故宮 博物院 > 。
故宮 , 地方詞。臺北故宮的建築物及建築物所在的位置。「故宮博物院」的簡省。 , 興趣 了解 內容 者 ， 可於 活動 期間 < 故宮 > 參觀 展示 。
故宮 , 專有名詞。專指位於北京紫禁城神武門內的明清宮殿。 , 北京 < 故宮 > 西元 1406 年 明朝 第二 皇帝 朱棣 下令 修建 ， 歷時 14 年 修建 而成 。
故宮 , 普通名詞。位於北京故宮內的博物館。「故宮博物院」的簡省。 , 北京 < 故宮 > 收藏 金陵 一帶 本籍 僑寓 畫家 真品 數量 近千 幅 ， 數量 之眾 、 畫藝 精為 海內外 首 。
故宮 , 普通名詞。臺北的博物館之一，主要收藏中國古文物。 , 台北 < 故宮 > 開館 ， 江兆申 一手 策劃 展覽 規劃 形式 。
故 , 形容舊的。 , 舊地 重遊 ， < 故 > 友 新知 雲集 ， 興奮 之情 ， 不可言喻 。
故 , 形容過世的。 , 東吳 大學 < 故 > 校長 章孝慈 喪禮 ， 昨天 臺北 榮總 介壽堂 舉行 。
故 , 普通名詞。意外的事件或災禍。 , 災年多 < 故 > ， 民不 自保 ， 到處 可見 流離失所 逃難 者 。
故 , 普通名詞。朋友或舊識。 , 老人 心想 ： 「 白馬 李三 無親 無 < 故 > ， 不知 結下 什麼 仇家 ， 不必 捲入 這場 災禍 。
故 , 普通名詞。造成特定結果或引起另一件事情發生的條件。常用「…之故」。 , 適逢 年 一度 觀光週 ， 雨天 < 故 > ， 錯失 不少 精彩 活動 。
故 , 死去、死亡。 , 王 老大 髮妻 < 故 > ， 之後 一直 娶 ， 兼 子嗣 ， 個人 獨居 。
故而 , 關聯連接詞。連接因上述原因而得到的後述結果或結論。 , 主廚 老板 夥計 均 敘利亞 巴基斯坦籍 ， < 故而 > 烹飪 菜色 還算 道地 。
故 , 表帶有明確意圖做事。 , ， 有時 必須 小心 精明 談判 對手 < 故 > 放 煙幕 技倆 。
故鄉 , PTT社群中使用本詞來指稱IP位置。 , 除非 違法 行為 ， 否則 隨便 查 < 家鄉 > 來 追蹤 使用者 身分 位置 。
故 , 關聯連接詞。連接因上述原因而得到的後述結果或結論。 , 杜鵑 善啼 ， 鳴聲 如 「 布穀 、 布穀 」 ， < 故 > 名 布穀鳥 。
效力 , 普通名詞。特定對象發揮效力所獲得的正面結果。 , 當初 提出 這件 申訴案 ， 主要 目的 藉此 看 申評會 運作 ， 申評會 是否 真正 發揮 < 效力 > 。
效力 , 為特定對象工作。 , 班超 替 國家 < 效力 > ， 投筆從戎 ， 西域 戍守 三十年 。
效勞 , 為他人服務。 , 什麼 事 < 效勞 > ， 請 告訴 。
效命 , 為特定對象完全投入去做。 , 李亞明 華視 合約 關係 ， 一時之間 似乎 無法 來電 五十 < 效命 > 。
效 , 專有名詞。姓。 , 以前 高職 同學 姓 < 效 > ， 沒聽過 。 不知 祖上 來自 哪裡 。
效應 , 普通名詞。受到特定事件影響而產生的現象。 , 國內 傳統 產業股 近期 資金 移轉 < 效應 > 激勵 下 ， 股價 走勢 強勁 。
效 , 普通名詞。特定對象發揮效力所獲得的正面結果。 , 唯有 借助 電腦 設備 ， 方能收 事半功倍 < 效 > 。
效果 , 普通名詞。特定對象發揮效力所獲得的正面結果。 , 整 人 玩具 種類 日新月異 ， 常有 驚人 < 效果 > ， 保持 新鮮感 。
效果 , 普通名詞。特定演出時為配合需要而製造的特殊聲光或表演。 , 炫麗 燈光 做 < 效果 > ， 那力 美 、 人 自然 結合 ， 最 感覺 震撼 人心 。
效 , 比喻從後述對象中獲得經驗並學習。 , 品讀 《 三字經 》 ， 使 孩子們 < 效 > 榜樣 ， 作為 。
效 , 為特定對象工作。 , 唐明皇 使 安祿山 < 效 > 國 ， 不惜 國庫 中 拔出 巨額 銀兩 。
效益 , 普通名詞。效果和好處。 , 冷敷 額頭 真的 具有 退燒 效果 ？ 醫生 表示 其實 實際 < 效益 > 。
敍 , 以登記的方式處罰犯錯或獎勵傑出行為。 , 請 討論 本校 應用 所 蔡 佳 妘 、 國樂 系 薛伊伶 等 二位 同學 < 敍 > 大功 獎勵 案 。
敍 , 在輕鬆的情況下，沒有特定主題或目的地交談。 , 一年 一聚 ， < 敍 > 舊 ， 亦 自我 檢驗 ， 彼此 互為 鏡子 ， 互相 輝映 出 年輕 時 擁有 過 理想 。
敍 , 地方詞。國名，中東地區的國家，位於土耳其、伊拉克、約旦、黎巴嫩之間。「敍利亞」的簡省。 , < 敍 > 地處 中東 腹地 ， 局勢 不斷 變化 。
敍 , 專有名詞。治理敘利亞的政府。「敍利亞」的縮寫。 , < 敍 > 政府 宣布 大幅度 提高 柴油 價格 降低 政府 巨額 補貼 支出 持續 升高 預算 赤字 。
敍 , 把事情的前後經過記錄下來或說出來。 , 寫到 這裡 ， 當然 更多 心得 想 大家 分享 ， 篇幅 有限 ， 等 假以時日 < 敍 > 。
敍 , 普通名詞。正文之前，用以說明或介紹全書內容的部份。 , 胡震亨 為本 書寫 < 敍 > 中稱 " 夏君 浸之學儒 不成 學為 書 " 。
敏 , 專有名詞。姓。 , < 敏 > 姓 回族 主要 分佈 甘南 臨潭 地區 。
敏 , 形容勤奮、具有執行力的。 , ： 「 非生 知之者 ， 好古 ， < 敏 > 以求 之者 。 」
敏 , 形容聰明、具有感受力的。 , 韓休 行文 流暢 ， 思慮 < 敏 > 達 ， 頗受 當時 所稱 ， 更 得到 皇帝 讚譽 。
敏感 , 形容容易引起爭議、不適合公開討論的。 , 當時 兩岸 關係 < 敏感 > ， 台灣 大陸 南管 社團 未應 加入 。
敏感 , 形容特定對象可敏銳地察覺出特定事件的變化。 , < 敏感 > 股市 不堪一擊 。
敏感 , 形容生物體對外界刺激有過度的生理上的反應。 , 任何 魚 燈光 < 敏感 > 。
敏於 , 積極主動地做。 , 子曰 ： 「 君子 欲 訥於 言 < 敏於 > 行 」 。
敏 , 普通名詞。過敏的事件。 , 媽媽 吃 什麼 過 < 敏 > ？
救 , 保護後述對象，使其維持存在。 , 外庄人 來 < 救 > 廟 ， 楊梅人 怎能 作 縮頭烏龜 ？
救 , 幫助遇到困難的人，使其維持生活。 , 民間 < 救 > 貧 慈善 團體 ， 政府 給予 免稅 優惠 。
救 , 幫助遇到災害或有生命危險的人，使其生存。 , 游泳 ， 我能 原諒 見死 < 救 > ？
救 , 比喻以特定方式補救而挽回特定對象。 , 來 < 救 > < 救 > 電腦 ？
救 , 比喻解決特定團體面臨的問題。 , 共產黨 宣傳 ， ， 社會主義 才能 < 救 > 中國 。
敕 , 專有名詞。姓。 , 姓 < 敕 > 嫁給 姓吳 變成 吳 < 敕 > 。
敕 , 普通名詞。古代用於代表身份或具特定功用的信物。常用接尾詞。 , 道士 命令 < 敕 > 燒 。
敕 , 普通名詞。較有權力的人或機構所做的要求。 , 日 ， 光武 領 < 敕 > 上馬 離朝 ， 逕往 河北 進發 。
敕 , 較有權力的人或機構要求他人去做後述事件。 , 希望 天災人禍 遠離 ， < 敕 > ！ 退 ！
敕 , 進行特定儀式使符咒具有效力。 , 符 < 敕 > 完後 清香 插爐 中 ， 符在爐 上 轉三圈 。
敗 , 使後述對象受到損害或程度降低。 , 愛 吃 東西 ， 天天 吃 ， 頓頓 吃 ， 最後 會 < 敗 > 胃口 。
敗 , 在競爭中獲勝。 , 關羽 < 敗 > 曹仁 、 降于禁 、 斬 龐德 、 收 群盜 ， 威震 華夏 。
敗 , 形容有機體因細菌的滋生而腐壞。 , 用此 藥可 追毒 ， 死肌 < 敗 > 肉 ， 生新肉 。
敗 , 形容被破壞而不完整的。 , 地震 過後 ， 見到 處 殘垣 < 敗 > 壁 景象 。
敗 , 沒有節制地消耗財物，通常是金錢。 , 短短 十餘 年 ， 李 歡喜 家產 < 敗 > 一空 。
